Order_ID,Order_Date,Product_ID,Customer_ID,Region,Quantity,Sales_Amount,Discount_%,Profit
91,2025-02-15,1003,2277,Gujarat,7,268214.6,10.0,-2391.4
92,2023-10-26,1003,2019,Gujarat,3,101560.89,30.0,-14413.11
93,2025-06-03,1006,2161,Tamil Nadu,5,127386.9,0.0,40636.9
94,2024-02-09,1011,2291,Tamil Nadu,5,8555.49,0.0,2210.49
95,2025-01-30,1008,2042,Tamil Nadu,4,113338.65,10.0,23490.65
96,2024-04-07,1011,2130,Gujarat,7,9389.01,20.0,506.01
97,2024-02-09,1009,2102,Maharashtra,6,150413.78,5.0,51275.78
98,2023-09-10,1005,2158,Maharashtra,5,40090.71,0.0,6265.71
99,2022-10-13,1012,2149,Gujarat,4,11467.59,20.0,-264.41
100,2022-04-24,1003,2237,Delhi,6,232238.25,20.0,290.25
101,2022-09-19,1011,2143,Gujarat,2,3120.05,20.0,582.05
102,2024-08-05,1009,2014,Maharashtra,2,44463.85,10.0,11417.85
103,2025-08-05,1008,2164,Maharashtra,2,60183.66,0.0,15259.66
104,2025-01-07,1011,2068,Tamil Nadu,5,8155.87,5.0,1810.87
105,2024-02-17,1007,2130,Karnataka,7,328238.95,10.0,64380.95
106,2024-02-24,1004,2101,Gujarat,3,39849.51,20.0,4497.51
107,2022-04-02,1001,2014,Tamil Nadu,5,94143.69,10.0,12668.69
108,2022-08-01,1001,2242,Tamil Nadu,7,96421.5,30.0,-17643.5
109,2023-09-21,1010,2282,Gujarat,5,10776.5,20.0,-148.5
110,2022-04-15,1006,2192,Maharashtra,5,127413.21,5.0,40663.21
111,2024-01-29,1006,2290,Karnataka,4,73480.46,30.0,4080.46
112,2022-03-28,1002,2043,Maharashtra,5,5326.49,30.0,-1473.51
113,2023-02-03,1010,2211,Karnataka,6,13370.64,20.0,260.64
114,2022-12-26,1001,2049,Gujarat,4,81326.55,0.0,16146.55
115,2023-01-09,1003,2269,Tamil Nadu,4,221276.33,10.0,66644.33
116,2024-02-29,1005,2213,Gujarat,4,36156.12,5.0,9096.12
117,2023-10-23,1007,2126,Gujarat,2,77971.15,30.0,2583.15
118,2025-12-01,1003,2088,Gujarat,5,233323.09,20.0,40033.09
119,2025-02-25,1004,2229,Delhi,7,93584.0,20.0,11096.0
120,2022-10-29,1007,2231,Karnataka,3,155775.26,0.0,42693.26
121,2025-12-12,1001,2020,Karnataka,4,72057.52,0.0,6877.52
122,2022-08-15,1011,2154,Tamil Nadu,4,7441.13,5.0,2365.13
123,2023-05-31,1010,2221,Karnataka,4,12184.44,0.0,3444.44
124,2025-09-04,1003,2211,Tamil Nadu,7,327438.61,20.0,56832.61
125,2025-02-10,1011,2251,Gujarat,1,1452.12,0.0,183.12
126,2022-05-17,1002,2090,Tamil Nadu,7,9839.24,20.0,319.24
127,2023-07-17,1007,2245,Karnataka,5,294919.45,0.0,106449.45
128,2025-07-07,1009,2126,Delhi,5,77112.18,20.0,-5502.82
129,2024-07-14,1002,2106,Gujarat,4,8585.99,0.0,3145.99
130,2023-08-19,1004,2250,Karnataka,1,12592.16,30.0,808.16
131,2023-05-07,1008,2142,Maharashtra,7,123946.03,30.0,-33287.97
132,2023-03-21,1006,2161,Delhi,3,81901.61,0.0,29851.61
133,2023-02-27,1002,2086,Maharashtra,2,3180.02,20.0,460.02
134,2025-03-13,1004,2125,Gujarat,1,12860.38,5.0,1076.38
135,2023-01-11,1007,2232,Tamil Nadu,4,164007.25,20.0,13231.25
136,2025-01-25,1007,2042,Gujarat,6,316437.16,10.0,90273.16
137,2022-01-08,1005,2297,Gujarat,3,21953.0,10.0,1658.0
138,2022-10-10,1010,2114,Karnataka,2,5040.34,10.0,670.34
139,2024-03-24,1011,2016,Maharashtra,6,10561.28,10.0,2947.28
140,2022-12-19,1010,2196,Maharashtra,3,6331.57,30.0,-223.43
141,2025-11-01,1006,2213,Delhi,6,138641.64,10.0,34541.64
142,2022-12-04,1008,2075,Maharashtra,2,66030.9,0.0,21106.9
143,2024-07-24,1008,2248,Gujarat,5,134707.36,5.0,22397.36
144,2024-08-06,1005,2142,Gujarat,6,31725.8,30.0,-8864.2
145,2025-10-09,1010,2046,Gujarat,3,8142.61,10.0,1587.61
146,2023-10-24,1002,2083,Karnataka,6,12272.36,5.0,4112.36
147,2023-02-02,1002,2120,Tamil Nadu,4,7522.1,10.0,2082.1
148,2022-08-10,1006,2041,Gujarat,3,65060.39,0.0,13010.39
149,2023-03-08,1009,2158,Gujarat,7,122988.5,30.0,7327.5
150,2025-09-09,1006,2035,Maharashtra,1,13929.45,30.0,-3420.55
151,2023-08-28,1009,2232,Tamil Nadu,1,22993.99,10.0,6470.99
152,2022-07-13,1001,2162,Karnataka,5,104573.24,10.0,23098.24
153,2025-11-04,1004,2093,Tamil Nadu,4,69573.0,5.0,22437.0
154,2023-07-09,1009,2090,Tamil Nadu,1,19985.14,0.0,3462.14
155,2022-07-02,1002,2041,Tamil Nadu,5,9424.38,10.0,2624.38
156,2022-04-13,1007,2250,Tamil Nadu,5,284946.89,0.0,96476.89
157,2023-08-17,1012,2147,Gujarat,6,23372.23,0.0,5774.23
158,2025-07-13,1012,2210,Karnataka,5,20871.6,0.0,6206.6
159,2022-10-23,1005,2258,Maharashtra,6,49937.28,10.0,9347.28
160,2025-08-10,1011,2284,Tamil Nadu,7,13009.92,0.0,4126.92
161,2022-07-14,1012,2156,Gujarat,4,14070.8,20.0,2338.8
162,2023-02-25,1005,2056,Maharashtra,4,26952.01,30.0,-107.99
163,2025-05-12,1008,2031,Gujarat,1,21470.97,30.0,-991.03
164,2025-06-11,1010,2051,Delhi,6,15267.83,10.0,2157.83
165,2022-07-20,1012,2285,Tamil Nadu,7,26237.45,20.0,5706.45
166,2024-08-04,1003,2042,Delhi,5,205230.97,30.0,11940.97
167,2025-07-27,1002,2125,Karnataka,4,5790.11,10.0,350.11
168,2023-06-04,1006,2284,Tamil Nadu,2,37496.49,10.0,2796.49
169,2023-01-30,1012,2005,Maharashtra,5,13128.0,20.0,-1537.0
170,2025-12-11,1010,2216,Karnataka,7,19553.49,5.0,4258.49
171,2022-06-12,1004,2048,Maharashtra,7,99203.02,20.0,16715.02
172,2023-12-21,1002,2114,Tamil Nadu,7,10417.11,30.0,897.11
173,2025-04-01,1010,2019,Delhi,3,9810.85,0.0,3255.85
174,2023-10-10,1002,2188,Maharashtra,1,1049.9,30.0,-310.1
175,2024-06-28,1006,2188,Tamil Nadu,4,79599.67,10.0,10199.67
176,2022-07-03,1007,2111,Gujarat,2,104209.0,5.0,28821.0
177,2023-03-13,1004,2269,Tamil Nadu,5,80984.96,0.0,22064.96
178,2023-02-16,1007,2053,Gujarat,4,174887.73,5.0,24111.73
179,2024-09-17,1003,2241,Delhi,3,170983.09,0.0,55009.09
180,2023-09-25,1003,2065,Karnataka,1,42361.85,30.0,3703.85
181,2023-04-16,1008,2218,Tamil Nadu,4,92559.64,10.0,2711.64
182,2023-03-07,1010,2281,Maharashtra,1,2036.07,20.0,-148.93
183,2025-10-10,1008,2146,Karnataka,7,192820.47,20.0,35586.47
184,2024-08-09,1001,2100,Tamil Nadu,1,25010.9,0.0,8715.9
185,2024-04-01,1001,2065,Gujarat,4,65751.49,30.0,571.49
186,2024-05-17,1012,2138,Karnataka,2,5295.14,30.0,-570.86
187,2022-04-29,1007,2156,Maharashtra,2,78332.58,20.0,2944.58
188,2022-02-24,1007,2007,Gujarat,7,234736.33,30.0,-29121.67
189,2024-12-04,1006,2214,Karnataka,1,21610.68,0.0,4260.68
190,2025-02-01,1011,2119,Tamil Nadu,7,8022.57,20.0,-860.43
191,2023-05-22,1007,2267,Tamil Nadu,1,54558.95,5.0,16864.95
192,2023-07-13,1002,2159,Maharashtra,7,9662.19,20.0,142.19
193,2024-01-06,1006,2061,Delhi,2,46237.39,10.0,11537.39
194,2025-01-21,1001,2008,Gujarat,5,86737.26,10.0,5262.26
195,2023-11-27,1008,2187,Delhi,4,109094.0,10.0,19246.0
196,2022-05-05,1001,2273,Karnataka,4,86002.09,10.0,20822.09
197,2024-01-24,1008,2093,Gujarat,3,79606.44,0.0,12220.44
198,2023-04-01,1008,2091,Tamil Nadu,2,42729.7,20.0,-2194.3
199,2024-09-06,1012,2117,Karnataka,1,2752.74,30.0,-180.26
200,2024-12-17,1008,2154,Tamil Nadu,2,54758.25,20.0,9834.25
201,2023-12-10,1011,2256,Karnataka,5,9994.83,0.0,3649.83
202,2023-02-09,1007,2132,Delhi,7,387598.21,5.0,123740.21
203,2023-02-25,1005,2195,Karnataka,4,40370.07,5.0,13310.07
204,2022-10-06,1006,2069,Tamil Nadu,7,105523.7,30.0,-15926.3
205,2023-01-19,1007,2179,Gujarat,6,198205.58,30.0,-27958.42
206,2025-12-05,1008,2206,Maharashtra,6,137388.93,30.0,2616.93
207,2023-03-19,1003,2162,Maharashtra,3,160267.65,5.0,44293.65
208,2025-04-29,1002,2217,Karnataka,5,5479.99,30.0,-1320.01
209,2025-12-12,1005,2251,Maharashtra,7,50745.23,30.0,3390.23
210,2022-03-06,1008,2271,Gujarat,7,173190.38,30.0,15956.38
211,2024-07-13,1007,2168,Karnataka,5,207994.03,20.0,19524.03
212,2023-03-28,1002,2151,Delhi,2,3205.89,0.0,485.89
213,2025-02-21,1004,2113,Gujarat,3,41099.08,5.0,5747.08
214,2022-02-19,1003,2019,Tamil Nadu,6,266771.43,10.0,34823.43
215,2024-04-10,1010,2202,Maharashtra,4,7724.75,30.0,-1015.25
216,2023-03-01,1003,2219,Maharashtra,5,266675.13,5.0,73385.13
217,2025-08-11,1008,2219,Tamil Nadu,6,179479.6,5.0,44707.6
218,2025-03-03,1001,2207,Karnataka,6,75799.98,30.0,-21970.02
219,2022-09-23,1005,2079,Karnataka,4,31349.9,0.0,4289.9
220,2025-03-06,1009,2164,Karnataka,5,103641.08,20.0,21026.08
221,2025-09-26,1003,2127,Maharashtra,6,252590.7,5.0,20642.7
222,2022-02-08,1005,2245,Gujarat,2,13010.58,20.0,-519.42
223,2025-08-20,1012,2138,Delhi,1,3688.72,10.0,755.72
224,2023-05-24,1005,2107,Maharashtra,3,25329.39,5.0,5034.39
225,2024-01-12,1008,2168,Gujarat,2,57371.52,10.0,12447.52
226,2022-03-29,1004,2207,Maharashtra,4,44040.76,30.0,-3095.24
227,2022-08-30,1009,2109,Gujarat,1,24663.92,5.0,8140.92
228,2022-02-21,1009,2153,Tamil Nadu,1,17016.8,30.0,493.8
229,2022-05-17,1008,2006,Karnataka,1,25860.14,0.0,3398.14
230,2023-04-02,1011,2285,Tamil Nadu,3,4212.92,0.0,405.92
231,2023-09-30,1009,2235,Delhi,6,126164.5,0.0,27026.5
232,2025-11-06,1006,2152,Karnataka,7,138580.91,10.0,17130.91
233,2024-07-18,1004,2093,Tamil Nadu,3,37992.24,30.0,2640.24
234,2024-03-31,1004,2193,Maharashtra,7,106096.68,5.0,23608.68
235,2025-01-21,1012,2086,Maharashtra,1,3399.08,20.0,466.08
236,2024-07-30,1004,2030,Maharashtra,5,58685.23,10.0,-234.77
237,2024-12-08,1005,2173,Delhi,4,29718.21,20.0,2658.21
238,2025-02-19,1001,2107,Karnataka,3,57151.21,20.0,8266.21
239,2022-09-07,1006,2295,Delhi,1,20587.61,20.0,3237.61
240,2025-11-24,1002,2215,Karnataka,4,4490.92,30.0,-949.08
241,2023-09-08,1003,2059,Maharashtra,5,214923.83,10.0,21633.83
242,2023-05-20,1005,2239,Karnataka,2,16722.71,0.0,3192.71
243,2023-01-23,1010,2279,Gujarat,2,4611.35,30.0,241.35
244,2023-11-21,1002,2176,Maharashtra,5,6090.02,20.0,-709.98
245,2023-11-19,1004,2027,Gujarat,6,56106.42,30.0,-14597.58
246,2023-05-14,1002,2291,Delhi,4,6267.92,10.0,827.92
247,2022-01-19,1011,2171,Delhi,4,5042.56,30.0,-33.44
248,2024-02-19,1005,2050,Gujarat,3,22699.37,30.0,2404.37
249,2024-06-06,1002,2075,Tamil Nadu,2,3522.1,10.0,802.1
250,2025-07-07,1011,2193,Gujarat,3,5398.21,0.0,1591.21
251,2024-02-19,1009,2296,Gujarat,1,21559.84,10.0,5036.84
252,2025-03-19,1007,2148,Tamil Nadu,3,115566.4,20.0,2484.4
253,2022-03-29,1002,2256,Maharashtra,7,12583.93,10.0,3063.93
254,2024-08-02,1006,2273,Delhi,4,77129.08,30.0,7729.08
255,2025-01-12,1001,2293,Maharashtra,2,34394.92,20.0,1804.92
256,2024-11-02,1009,2036,Tamil Nadu,4,84389.46,0.0,18297.46
257,2025-07-13,1005,2128,Karnataka,4,25368.04,30.0,-1691.96
258,2025-01-17,1004,2176,Delhi,2,28172.32,0.0,4604.32
259,2022-07-20,1012,2038,Karnataka,5,18604.93,5.0,3939.93
260,2025-06-06,1006,2077,Maharashtra,5,95685.74,30.0,8935.74
261,2025-12-06,1011,2131,Tamil Nadu,7,8404.39,20.0,-478.61
262,2023-11-30,1005,2076,Maharashtra,3,24749.97,5.0,4454.97
263,2023-10-01,1010,2114,Maharashtra,6,11540.23,20.0,-1569.77
264,2022-11-24,1008,2264,Karnataka,2,45284.59,10.0,360.59
265,2025-08-02,1006,2013,Delhi,6,134147.22,5.0,30047.22
266,2023-07-19,1012,2180,Maharashtra,4,16570.72,5.0,4838.72
267,2024-08-31,1008,2072,Karnataka,1,26276.93,20.0,3814.93
268,2023-01-25,1006,2102,Tamil Nadu,5,92152.19,30.0,5402.19
269,2024-05-20,1002,2156,Karnataka,3,5557.93,5.0,1477.93
270,2025-07-16,1012,2058,Maharashtra,1,3352.12,10.0,419.12
271,2024-08-25,1005,2208,Delhi,2,21211.55,0.0,7681.55
272,2023-09-22,1010,2073,Delhi,3,6865.63,5.0,310.63
273,2025-07-29,1007,2175,Delhi,3,138636.84,20.0,25554.84
274,2025-12-27,1003,2116,Tamil Nadu,2,71168.23,30.0,-6147.77
275,2025-10-19,1003,2091,Delhi,5,216992.11,0.0,23702.11
276,2022-01-05,1009,2237,Tamil Nadu,7,156193.39,10.0,40532.39
277,2022-04-18,1012,2090,Tamil Nadu,4,15092.31,10.0,3360.31
278,2024-06-15,1001,2278,Tamil Nadu,7,101620.51,20.0,-12444.49
279,2023-10-19,1007,2166,Maharashtra,1,51967.03,0.0,14273.03
280,2024-09-08,1004,2058,Maharashtra,3,32787.48,20.0,-2564.52
281,2022-01-13,1001,2044,Karnataka,4,101944.84,0.0,36764.84
282,2025-09-12,1010,2050,Maharashtra,4,8070.18,30.0,-669.82
283,2025-07-31,1001,2237,Delhi,4,68287.34,20.0,3107.34
284,2025-02-22,1011,2286,Delhi,4,5892.36,10.0,816.36
285,2023-05-09,1012,2108,Gujarat,7,15866.78,30.0,-4664.22
286,2024-03-21,1011,2096,Gujarat,3,5188.25,10.0,1381.25
287,2024-09-28,1008,2003,Maharashtra,6,160982.65,10.0,26210.65
288,2025-07-03,1004,2215,Maharashtra,5,51703.82,30.0,-7216.18
289,2025-10-10,1005,2116,Delhi,7,53330.99,0.0,5975.99
290,2022-08-29,1011,2243,Delhi,2,2557.61,10.0,19.61
291,2022-10-10,1009,2079,Gujarat,7,124265.68,5.0,8604.68
292,2023-02-04,1003,2270,Delhi,7,269234.21,20.0,-1371.79
293,2024-10-08,1010,2285,Gujarat,5,11318.92,30.0,393.92
294,2024-04-09,1008,2221,Gujarat,7,178756.47,5.0,21522.47
295,2025-08-04,1008,2050,Delhi,7,184050.86,0.0,26816.86
296,2022-05-15,1003,2068,Karnataka,2,91086.04,0.0,13770.04
297,2022-11-12,1006,2273,Tamil Nadu,4,86615.09,5.0,17215.09
298,2022-11-17,1012,2047,Gujarat,1,4212.91,10.0,1279.91
299,2025-05-03,1001,2012,Karnataka,2,46399.05,10.0,13809.05
300,2025-11-05,1007,2266,Gujarat,6,268554.49,20.0,42390.49
301,2025-07-30,1003,2041,Delhi,1,44864.67,20.0,6206.67
302,2025-12-29,1003,2124,Gujarat,4,184163.96,20.0,29531.96
303,2023-11-05,1007,2128,Delhi,5,245893.18,5.0,57423.18
304,2022-10-21,1003,2195,Tamil Nadu,1,38962.3,30.0,304.3
305,2025-11-25,1002,2169,Gujarat,7,8472.38,30.0,-1047.62
306,2025-02-07,1012,2190,Tamil Nadu,3,12117.79,0.0,3318.79
307,2022-03-13,1007,2247,Maharashtra,5,170764.04,30.0,-17705.96
308,2022-02-27,1001,2111,Maharashtra,6,132538.3,10.0,34768.3
309,2022-10-03,1011,2073,Gujarat,3,4406.1,20.0,599.1
310,2024-05-26,1009,2043,Karnataka,4,71169.31,20.0,5077.31
311,2023-03-15,1006,2267,Delhi,3,65245.43,10.0,13195.43
312,2022-11-24,1007,2052,Karnataka,4,239510.06,0.0,88734.06
313,2023-01-16,1005,2118,Maharashtra,5,53700.23,0.0,19875.23
314,2024-01-17,1005,2026,Maharashtra,7,38459.67,30.0,-8895.33
315,2022-03-20,1005,2110,Maharashtra,6,42225.03,20.0,1635.03
316,2025-04-07,1007,2138,Maharashtra,2,118908.21,0.0,43520.21
317,2023-12-31,1012,2260,Maharashtra,1,2826.04,20.0,-106.96
318,2023-05-23,1012,2016,Karnataka,3,11422.48,0.0,2623.48
319,2022-09-25,1009,2222,Gujarat,4,88968.71,10.0,22876.71
320,2023-08-21,1004,2019,Tamil Nadu,6,63358.86,20.0,-7345.14
321,2025-03-30,1006,2235,Tamil Nadu,5,104599.22,20.0,17849.22
322,2022-12-30,1001,2095,Delhi,4,70846.66,30.0,5666.66
323,2025-01-13,1008,2055,Karnataka,2,59420.67,0.0,14496.67
324,2024-06-08,1004,2271,Tamil Nadu,5,64343.45,10.0,5423.45
325,2023-08-20,1002,2045,Tamil Nadu,7,10605.57,5.0,1085.57
326,2022-09-23,1004,2208,Maharashtra,1,10934.58,30.0,-849.42
327,2025-04-28,1007,2141,Karnataka,3,124632.56,30.0,11550.56
328,2022-11-19,1007,2006,Tamil Nadu,6,259910.4,0.0,33746.4
329,2025-02-11,1010,2111,Maharashtra,2,3972.74,20.0,-397.26
330,2025-07-22,1006,2076,Gujarat,3,74441.87,10.0,22391.87
331,2025-04-06,1006,2080,Tamil Nadu,2,36538.9,10.0,1838.9
332,2022-03-06,1001,2134,Karnataka,5,120244.47,5.0,38769.47
333,2025-01-16,1009,2168,Karnataka,3,42064.79,30.0,-7504.21
334,2022-04-22,1012,2077,Maharashtra,7,21090.65,30.0,559.65
335,2025-09-16,1003,2249,Tamil Nadu,2,96055.02,5.0,18739.02
336,2024-11-24,1004,2190,Maharashtra,1,12290.08,20.0,506.08
337,2024-12-01,1007,2236,Delhi,6,249930.37,10.0,23766.37
338,2024-08-13,1007,2088,Gujarat,2,90993.12,0.0,15605.12
339,2025-07-08,1006,2276,Delhi,1,20174.69,20.0,2824.69
340,2025-04-02,1011,2141,Gujarat,3,3115.44,30.0,-691.56
341,2025-05-14,1001,2179,Tamil Nadu,7,125139.61,30.0,11074.61
342,2023-11-29,1008,2099,Delhi,2,43249.55,20.0,-1674.45
343,2022-08-05,1009,2035,Maharashtra,6,127403.84,0.0,28265.84
344,2023-08-18,1005,2042,Maharashtra,3,24263.64,5.0,3968.64
345,2023-11-17,1008,2152,Karnataka,6,151872.7,0.0,17100.7
346,2025-02-09,1007,2224,Karnataka,7,357626.75,10.0,93768.75
347,2023-04-09,1010,2230,Gujarat,5,15532.76,10.0,4607.76
348,2022-08-12,1012,2003,Gujarat,1,3950.39,10.0,1017.39
349,2024-03-14,1010,2247,Karnataka,7,19816.56,10.0,4521.56
350,2025-10-04,1011,2098,Delhi,2,2769.02,20.0,231.02
351,2024-01-27,1010,2022,Karnataka,1,2040.34,30.0,-144.66
352,2022-11-21,1012,2069,Gujarat,2,9373.09,0.0,3507.09
353,2025-12-16,1004,2251,Maharashtra,4,53014.42,5.0,5878.42
354,2025-02-02,1006,2228,Gujarat,3,75959.64,0.0,23909.64
355,2023-03-02,1004,2079,Delhi,5,76243.31,10.0,17323.31
356,2023-05-09,1001,2052,Delhi,6,127173.12,5.0,29403.12
357,2024-12-24,1001,2182,Maharashtra,4,64545.74,10.0,-634.26
358,2025-12-07,1011,2042,Delhi,5,8866.4,10.0,2521.4
359,2025-02-11,1011,2198,Tamil Nadu,1,1127.26,20.0,-141.74
360,2022-06-20,1010,2273,Maharashtra,4,13269.16,0.0,4529.16
361,2023-03-10,1001,2125,Maharashtra,7,148902.84,10.0,34837.84
362,2023-06-19,1003,2044,Karnataka,2,64565.55,30.0,-12750.45
363,2024-03-16,1009,2119,Tamil Nadu,2,44746.63,0.0,11700.63
364,2023-08-17,1009,2043,Maharashtra,3,66525.61,5.0,16956.61
365,2025-04-29,1003,2170,Karnataka,4,203031.62,0.0,48399.62
366,2025-07-18,1007,2089,Gujarat,4,220849.13,5.0,70073.13
367,2024-04-04,1004,2130,Maharashtra,1,14326.98,0.0,2542.98
368,2023-11-26,1007,2152,Delhi,2,82783.47,10.0,7395.47
